iter	Accuracy	Logloss
1721	0.9651627641	0.1663019658
1722	0.9651627641	0.1661762405
1723	0.9653055397	0.1660533269
1724	0.9660194175	0.1659525596
1725	0.9660194175	0.1658772354
1726	0.9660194175	0.1658417449
1727	0.9660194175	0.1657921969
1728	0.9660194175	0.1657187927
1729	0.9658766419	0.1656732503
1730	0.9660194175	0.1655988676
1731	0.9660194175	0.1655586344
1732	0.9660194175	0.1654814772
1733	0.966162193	0.165454423
1734	0.9663049686	0.1653947925
1735	0.966162193	0.1653361489
1736	0.9660194175	0.1652889231
1737	0.9664477441	0.1652229885
1738	0.9664477441	0.1651156238
1739	0.9667332953	0.1650360525
1740	0.9667332953	0.1649538753
1741	0.9671616219	0.164850639
1742	0.9671616219	0.1647739084
1743	0.9673043975	0.1647042225
1744	0.9673043975	0.1646488409
1745	0.967447173	0.1645798221
1746	0.967447173	0.1644964203
1747	0.9675899486	0.1644188361
1748	0.9677327242	0.1643582051
1749	0.9673043975	0.1642639716
1750	0.9673043975	0.1642272112
1751	0.967447173	0.164139958
1752	0.967447173	0.1640650811
1753	0.967447173	0.1640100453
1754	0.967447173	0.163938244
1755	0.967447173	0.1638565141
1756	0.967447173	0.1638084165
1757	0.9677327242	0.1636897323
1758	0.9678754997	0.1636449572
1759	0.9678754997	0.1635801748
1760	0.9678754997	0.1635571747
1761	0.9678754997	0.1634896001
1762	0.9680182753	0.1634393829
1763	0.9683038264	0.1633339861
1764	0.9683038264	0.1632703894
1765	0.9683038264	0.16317899
1766	0.9684466019	0.1630578826
1767	0.9687321531	0.1629457144
1768	0.9685893775	0.1628602166
1769	0.9687321531	0.1627325188
1770	0.9687321531	0.1626956086
1771	0.9687321531	0.1626499097
1772	0.9688749286	0.1625444017
1773	0.9691604797	0.1624469559
1774	0.9691604797	0.1623447838
1775	0.9693032553	0.1622454097
1776	0.9693032553	0.1621928948
1777	0.9693032553	0.1620766191
1778	0.9691604797	0.1620239225
1779	0.9691604797	0.161972034
1780	0.9691604797	0.1618771069
1781	0.9691604797	0.1618199983
1782	0.9691604797	0.1617465516
1783	0.9691604797	0.1616327861
1784	0.9691604797	0.1615436884
1785	0.9691604797	0.1615172521
1786	0.9691604797	0.1614414566
1787	0.9691604797	0.1614194417
1788	0.9691604797	0.161367336
1789	0.9691604797	0.1613183921
1790	0.9691604797	0.1612734553
1791	0.9691604797	0.1611991995
1792	0.9691604797	0.1611193067
1793	0.9691604797	0.1610910994
1794	0.9693032553	0.160973788
1795	0.9695888064	0.1608835376
1796	0.9694460308	0.1607954422
1797	0.9695888064	0.1607294423
1798	0.9695888064	0.1606635757
1799	0.9695888064	0.1605350506
1800	0.9695888064	0.1604486883
1801	0.9694460308	0.1603291855
1802	0.9694460308	0.1602066083
1803	0.9694460308	0.1601232473
1804	0.969731582	0.1600106052
1805	0.969731582	0.1599554211
1806	0.969731582	0.1599014825
1807	0.969731582	0.1598516516
1808	0.969731582	0.1597565907
1809	0.969731582	0.1596522351
1810	0.9695888064	0.1595994727
1811	0.969731582	0.1595469752
1812	0.969731582	0.1594718878
1813	0.9698743575	0.159416623
1814	0.9698743575	0.1593541486
1815	0.9700171331	0.1592869928
1816	0.9700171331	0.1592227404
1817	0.9700171331	0.1591920496
1818	0.9700171331	0.1591003654
1819	0.9703026842	0.1590351459
1820	0.9703026842	0.1589281305
1821	0.9704454597	0.1588465844
1822	0.9707310109	0.1587380706
1823	0.9707310109	0.158682212
1824	0.9711593375	0.1585942649
1825	0.9711593375	0.1585160367
1826	0.9713021131	0.1584723759
1827	0.9713021131	0.1583955128
1828	0.9713021131	0.1583322541
1829	0.9714448886	0.1582775199
1830	0.9714448886	0.1582291232
1831	0.9714448886	0.1582039251
1832	0.9714448886	0.1581418427
1833	0.9714448886	0.1579981974
1834	0.9714448886	0.1579718316
1835	0.9714448886	0.15793313
1836	0.9714448886	0.1578758604
1837	0.9714448886	0.1578432723
1838	0.9715876642	0.1577286
1839	0.9715876642	0.1576682974
1840	0.9717304397	0.157595457
1841	0.9717304397	0.1575718838
1842	0.9718732153	0.1574560289
1843	0.9718732153	0.1574124982
1844	0.9720159909	0.1573585869
1845	0.9720159909	0.1573282139
1846	0.9720159909	0.1572897252
1847	0.9720159909	0.157274709
1848	0.9721587664	0.1571848644
1849	0.9721587664	0.1571478258
1850	0.9720159909	0.1570818109
1851	0.9720159909	0.1570095238
1852	0.9720159909	0.1569184184
1853	0.9721587664	0.1568530217
1854	0.9721587664	0.1567815165
1855	0.9721587664	0.1567131545
1856	0.9721587664	0.1566612405
1857	0.9721587664	0.1566400403
1858	0.9721587664	0.1565734003
1859	0.972301542	0.1565003124
1860	0.972301542	0.1564504641
1861	0.972301542	0.1564081106
1862	0.9725870931	0.156337592
1863	0.9725870931	0.1562537241
1864	0.9724443175	0.156155194
1865	0.9725870931	0.1560390041
1866	0.972301542	0.1559590618
1867	0.9724443175	0.1559033041
1868	0.9724443175	0.1558266028
1869	0.972301542	0.1557297391
1870	0.972301542	0.1556726698
1871	0.972301542	0.1556169061
1872	0.972301542	0.1555362716
1873	0.9724443175	0.1554694228
1874	0.9724443175	0.1553614616
1875	0.9724443175	0.1553252534
1876	0.9721587664	0.155266659
1877	0.9721587664	0.1551678588
1878	0.972301542	0.1550722853
1879	0.9721587664	0.1549986413
1880	0.9724443175	0.1549062613
1881	0.9724443175	0.1548170986
1882	0.9725870931	0.1547195394
1883	0.9727298686	0.1546489399
1884	0.9727298686	0.1545621246
1885	0.9725870931	0.1544561692
1886	0.9728726442	0.1543694102
1887	0.9728726442	0.1542664782
1888	0.9731581953	0.154187367
1889	0.9731581953	0.1541136624
1890	0.9730154198	0.1540067257
1891	0.9730154198	0.1539401444
1892	0.9730154198	0.1539088667
1893	0.9730154198	0.1538521824
1894	0.9728726442	0.1537955187
1895	0.9727298686	0.1537448768
1896	0.9727298686	0.1537068304
1897	0.9730154198	0.1536314581
1898	0.9730154198	0.1536014789
1899	0.9728726442	0.153543656
1900	0.9731581953	0.1534893463
1901	0.9731581953	0.1534397428
1902	0.9731581953	0.1533572464
1903	0.9731581953	0.1533006438
1904	0.9733009709	0.1531937871
1905	0.9734437464	0.1531131706
1906	0.9734437464	0.1530798637
1907	0.9737292975	0.1529716047
1908	0.9737292975	0.152904332
1909	0.9738720731	0.1528395347
1910	0.9737292975	0.1527719966
1911	0.9737292975	0.1527506974
1912	0.9738720731	0.1527024891
1913	0.9738720731	0.1526333621
1914	0.9740148487	0.1525294624
1915	0.9741576242	0.1524673894
1916	0.9741576242	0.1523588702
1917	0.9744431753	0.1522891798
1918	0.9743003998	0.1522002927
1919	0.9743003998	0.1521130992
1920	0.9743003998	0.1520079223
1921	0.9743003998	0.1519500288
1922	0.9744431753	0.1518857794
1923	0.9744431753	0.151789407
1924	0.9743003998	0.1517413813
1925	0.9745859509	0.1516489738
1926	0.9745859509	0.1516075722
1927	0.9745859509	0.1515797665
1928	0.9745859509	0.1514816268
1929	0.9745859509	0.1513976373
1930	0.9747287264	0.1513104632
1931	0.974871502	0.1512432576
1932	0.9750142776	0.1512063454
1933	0.974871502	0.1511650282
1934	0.9750142776	0.1510693437
1935	0.9752998287	0.151020145
1936	0.9752998287	0.1509661244
1937	0.9752998287	0.150904106
1938	0.9754426042	0.1508184891
1939	0.9757281553	0.1507357992
1940	0.9757281553	0.1506821404
1941	0.976156482	0.1505624029
1942	0.976156482	0.1504881094
1943	0.9762992576	0.1503651036
1944	0.9764420331	0.1502979971
1945	0.9765848087	0.1502311761
1946	0.9765848087	0.1501638691
1947	0.9767275842	0.1501038248
1948	0.9767275842	0.1500528944
1949	0.9767275842	0.1499775139
1950	0.9767275842	0.1499211782
1951	0.9767275842	0.1498539005
1952	0.9767275842	0.1498382592
1953	0.9768703598	0.1497666711
1954	0.9770131354	0.149684801
1955	0.9771559109	0.1496041479
1956	0.9770131354	0.149495621
1957	0.9770131354	0.1494342532
1958	0.9768703598	0.1493318331
1959	0.9770131354	0.1492708381
1960	0.9770131354	0.1492295774
1961	0.9771559109	0.1491845301
1962	0.9771559109	0.1491237803
1963	0.9771559109	0.1490448781
1964	0.977441462	0.1490184681
1965	0.9775842376	0.1489888304
1966	0.9771559109	0.1489021961
1967	0.9771559109	0.1488410537
1968	0.9771559109	0.148809012
1969	0.9772986865	0.148764183
1970	0.9772986865	0.1486970916
1971	0.977441462	0.148646212
1972	0.9775842376	0.1485702821
1973	0.9778697887	0.1484968801
1974	0.9777270131	0.148421723
1975	0.9775842376	0.1483581228
1976	0.9777270131	0.1482687101
1977	0.9777270131	0.1482026936
1978	0.9777270131	0.148180587
1979	0.9777270131	0.1481434459
1980	0.9777270131	0.1480920045
1981	0.9777270131	0.1480058121
1982	0.9777270131	0.1479578172
1983	0.9775842376	0.1478991582
1984	0.9777270131	0.1478502922
1985	0.9775842376	0.1477470814
1986	0.9778697887	0.1476300293
1987	0.9778697887	0.1476033943
1988	0.9778697887	0.1475206199
1989	0.9780125642	0.1474596699
1990	0.9780125642	0.1473789503
1991	0.9780125642	0.1472951453
1992	0.9780125642	0.1471898002
1993	0.9780125642	0.1471083316
1994	0.9780125642	0.1470592989
1995	0.9780125642	0.1470045167
1996	0.9778697887	0.1469567811
1997	0.9777270131	0.1468520209
1998	0.9777270131	0.1468092563
1999	0.9777270131	0.1467617393
